cell_id,product_id,city,category,week,disc_level_pct,price,units,net_rev_wk,disc_spend_wk,on_promo,held
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,1,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,2,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,3,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,4,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,5,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,6,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,7,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,8,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,9,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,10,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,11,0.0,290.0,31.2,9039.0,0.0,False,False
477780_Ahmedabad,477780,Ahmedabad,Almond Milk,12,0.0,290.0,31.2,9039.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,1,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,2,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,3,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,4,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,5,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,6,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,7,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,8,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,9,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,10,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,11,0.0,75.0,22.2,1662.0,0.0,False,False
776844_Ahmedabad,776844,Ahmedabad,Almond Milk,12,0.0,75.0,22.2,1662.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,1,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,2,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,3,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,4,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,5,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,6,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,7,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,8,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,9,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,10,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,11,0.0,290.0,124.5,36116.0,0.0,False,False
477780_Bangalore,477780,Bangalore,Almond Milk,12,0.0,290.0,124.5,36116.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,1,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,2,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,3,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,4,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,5,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,6,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,7,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,8,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,9,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,10,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,11,0.0,578.0,0.0,0.0,0.0,False,False
487596_Bangalore,487596,Bangalore,Almond Milk,12,0.0,578.0,0.0,0.0,0.0,False,False
776844_Bangalore,776844,Bangalore,Almond Milk,1,0.0,75.0,79.6,5973.0,0.0,False,False
776844_Bangalore,776844,Bangalore,Almond Milk,2,0.0,75.0,79.6,5973.0,0.0,False,False
